Word,Total,monthValue
court,3,:::::::::::::::::::::::::::::::1::::1::::::::::::::::::::::::1
concacaf gold cup,3,:::::::::::::::::::::::::::::::1::::::::::::::::::::::::2
mujahideen,3,:::::::::::::::::::::::::::::::1:::1:::::::1
santander british grand prix,3,::::::::::::::::::::::::::::::::2::::::::::::1
redeemer,3,::::::::::::::::::::::::::::::::1::::::::::::::::::::1::::::::::::::::::::::::1
european grand prix,3,::::::::::::::::::::::::::::::::2::::::::::::::::::::::::1
finn,3,:::::::::::::::::::::::::::::::::1::2
koreas,3,:::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::1:1
nissan,3,:::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::1
nepalese civil war,3,::::::::::::::::::::::::::::::::::1:::1:::1
olympic torch,3,::::::::::::::::::::::::::::::::::1:::::::1::::::::1
judeo-christian,3,:::::::::::::::::::::::::::::::::::1:::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
observer,3,:::::::::::::::::::::::::::::::::::1:::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
world war iii,3,:::::::::::::::::::::::::::::::::::2:::::1
californian,3,:::::::::::::::::::::::::::::::::::1::::::::::1:::::::::::::::::::::1
falklands,3,:::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::1::::1
chadians,3,:::::::::::::::::::::::::::::::::::1::1:::::::::::::::::::::::::1
phd,3,::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::1:::::::1
iraqi freedom,3,::::::::::::::::::::::::::::::::::::1::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
laughs,3,::::::::::::::::::::::::::::::::::::2:1
grand hotel,3,::::::::::::::::::::::::::::::::::::3
konami cup,3,::::::::::::::::::::::::::::::::::::3
pan-green,3,::::::::::::::::::::::::::::::::::::2:1
football league championship,3,::::::::::::::::::::::::::::::::::::1:1::::::::::::::::::::::1
thanksgiving,3,::::::::::::::::::::::::::::::::::::2:::::::::::::::::::::::::1
pan-blue,3,::::::::::::::::::::::::::::::::::::1:1:1
bc,3,::::::::::::::::::::::::::::::::::::1:::::::::::::::::1:1
post-soviet,3,:::::::::::::::::::::::::::::::::::::1::::::::::::1:1
us. naval,3,:::::::::::::::::::::::::::::::::::::2::::::::::::::::::::::::::::::::::::::1
bcs national championship game,3,:::::::::::::::::::::::::::::::::::::1:::::::::::::1::::::::::::1
californians,3,::::::::::::::::::::::::::::::::::::::1::::::::::1:::::::::1
kazakhstani,3,:::::::::::::::::::::::::::::::::::::1::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
canadian music hall of fame,3,:::::::::::::::::::::::::::::::::::::1::1::1
scottish cup,3,:::::::::::::::::::::::::::::::::::::1:1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
pro-western,3,::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::1
polish wikipedia,3,::::::::::::::::::::::::::::::::::::::1:::::::::::1::::::::::::::1
golden globe award,3,::::::::::::::::::::::::::::::::::::::1:1:::::1
clean air act,3,:::::::::::::::::::::::::::::::::::::::1::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
africa cup of nations,3,:::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::2
kosovars,3,:::::::::::::::::::::::::::::::::::::::2::::::::::1
europe-wide,3,:::::::::::::::::::::::::::::::::::::::1::::::::::::1::::::::::::::::::::::::::::::::::1
expedition,3,:::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::1
turkish armed forces,3,:::::::::::::::::::::::::::::::::::::::1:::::1:::::::::::::::::::1
santa,3,::::::::::::::::::::::::::::::::::::::::1:::::::::1::::::::::::1
iranian revolution,3,::::::::::::::::::::::::::::::::::::::::1::::::::::::1::::::::1
beijing olympic games,3,::::::::::::::::::::::::::::::::::::::::1::1:::1
internet-based,3,::::::::::::::::::::::::::::::::::::::::2::::::::::::::::::1
nordic,3,::::::::::::::::::::::::::::::::::::::::1:::::::1:::::::::::::::::::::::::::::::::::::::::::1
jesuit,3,:::::::::::::::::::::::::::::::::::::::::1:::::::::1::::::::::::::::::::::1
zanu-pf,3,:::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::1::::::::::::::::::1
sea org,3,::::::::::::::::::::::::::::::::::::::::::3
panamanian,3,::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::1
animal welfare act,3,:::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::1:1
drivers,3,::::::::::::::::::::::::::::::::::::::::::::1::::::::::1::::::1
german grand prix,3,::::::::::::::::::::::::::::::::::::::::::::1::::::::::::2
magyar,3,:::::::::::::::::::::::::::::::::::::::::::::1:::::::::::2
'' wikipedia,3,:::::::::::::::::::::::::::::::::::::::::::::1:1::::1
pc,3,::::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::1::::::1
world trade centre,3,::::::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::1::::::::::1
hajj,3,::::::::::::::::::::::::::::::::::::::::::::::::2::::::::::::1
gazans,3,::::::::::::::::::::::::::::::::::::::::::::::::1::1:::::::::1
dragon,3,::::::::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::1:::::::::::::::::::::::::::::1
international space station,3,:::::::::::::::::::::::::::::::::::::::::::::::::1::::::1:::::::::::1
children act,3,:::::::::::::::::::::::::::::::::::::::::::::::::3
ponzi,3,:::::::::::::::::::::::::::::::::::::::::::::::::1:1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
great depression,3,:::::::::::::::::::::::::::::::::::::::::::::::::::1:1::::::::::1
contest,3,:::::::::::::::::::::::::::::::::::::::::::::::::::1:1::1
american recovery,3,::::::::::::::::::::::::::::::::::::::::::::::::::::1::::::::::::1:::::::::::::::::::::::::::::::1
eastern pacific,3,:::::::::::::::::::::::::::::::::::::::::::::::::::::::::2::1
streisand,3,:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::2:1
national championships,3,:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::2
disputed domain name,3,:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1:2
constellation,3,:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1::::1::1
sierra leonean,3,::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1:1::::::::1
repubblica,3,:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::2:::::::::::::::::::::::::::::::::::::::::::::::::1
al-shabab,3,:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::1::::1
municipality,3,::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1::1:::::1
wikimedian,3,:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::1::1
picture,3,:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::1:::1
european parliament,3,::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1:::::1:::::::::::::1
keystone xl,3,::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1:1:::::::::::::::::::::::::::::::::::::1
championshipslaurahale,3,::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::3
bidgee,3,::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1::2
paralympians,3,::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1::2
london games,3,:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1:1::::1
canadian paralympic,3,:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1::::1:::::::::::::::1
gliders,3,::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::2::::::::::1
spanish paralympic,3,::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1:::::::1:::1
super-g,3,:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::3
ipc swimming world championships,3,:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::3
'' dispatches '',3,:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::3
sino-japanese,2,1:::::1
secretary,2,1::::::::1
euros,2,1:::::::::::::::::::::::::::::::::::1
unionists,2,1::::::::::::::::::::::::::::1
indymedia,2,1::::::1
bittorrent,2,:1:::::1
north east,2,:1::::::::::::::::::::::::::::::1
house republican,2,::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
aid,2,::1::::::::::::::::::::::::::::1
delta iv,2,::2
macintosh,2,::1:::::::::::::::1
patriot,2,::1:::::::::::::::::::::::::::::::::::::::::1
cassini,2,::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
cities,2,::1:1
salvadoran,2,::1::::::::::::::::::::::::::::::::::::::::::1
saturnian,2,::1::1
sith,2,::1::::1
american civil war,2,::1:::::1
bolivarian,2,::1:::::::::::::::::::::::1
anti-gay,2,::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
polish-jewish,2,::1:::::::::::::::::::::::::::::1
elektron,2,::1:::::::::1
superman,2,::1:::::::::::::::::::::::::::::::::::::1
chinese civil war,2,::1::::::::::::::::::::::::::::::::::::::::::::::::::::1
cuban revolution,2,:::1::::::::::::::::::::::::::::::::::::1
 '' ' l,2,:::2
sun-like,2,:::1::::::::::::::::::::::::1
fortune,2,:::1:::::::::::::::::::1
brit,2,:::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
christ,2,:::1:::::::::::::::::::::::::::::::1
asian flu,2,::::1::1
voyager,2,::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::1
non-italian,2,:::::2
holy,2,:::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
the vatican,2,:::::2
many catholic,2,:::::2
jubilee,2,:::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
andean,2,::::1::::::::::::::::::::::::::::::1
peruvians,2,::::1:::::::1
transylvanian,2,::::1:1
anti-terrorism,2,::::1:::::::::::::::::::::::::::::::::::::::::::1
lebanese-syrian,2,::::2
cedar revolution,2,::::2
major leagues,2,::::1::::::::::::::::::::::::::::1
viking,2,::::1:::::::::::::::::::::::::::1
lunar,2,::::1::::::::::::::::::1
grand master,2,::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
unesco world heritage,2,::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
times,2,::::1:::::::::::::::::::::::::::::::::1
darwin,2,::::1:::::::::1
bulletin,2,::::1::::::::::::::1
us. federal,2,::::1::::1
ebola,2,::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
mass,2,::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
francisco,2,::::1:::::::1
doctor who '',2,::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
britannica,2,:::::1::::::::::::::::::::::::::::1
gregorian,2,:::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
emmy,2,:::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
world news tonight,2,:::::1:::::::::::1
hk$,2,:::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
pontiff,2,:::::1:::::::::::::::::1
budget,2,:::::1:::::::::::::::::::1
space exploration,2,:::::1:::::1
windsor,2,:::::1::::::::::::::::::::::::::::::::1
summit,2,:::::1::::::::::::::::::::::::::::::::::::::::::::::::1
oscar-winning,2,:::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
president bush,2,:::::1:::::::::::::::::::::::::1
north americans,2,:::::1:::::::::::1
,2,::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
question time,2,:::::1:1
project,2,:::::1:::::::1
gbp,2,:::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
sino-indian,2,:::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
faith,2,:::::1::::::::::::::::::::::::1
papal,2,:::::1:::::::::::::::::::1
orange revolution,2,:::::1:::::1
ecuadoran,2,:::::1:::::::::::::::::::::::::::::::::::1
sunshine,2,:::::1:::::::::::::::::::::::::::::::::::::::::::::::1
greenlandic,2,:::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
malagasy,2,:::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
anti-french,2,:::::1:::::::::::::::1
algerians,2,:::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
linux-based,2,:::::1:::::::::::::::::::::::::::::::::::::::1
senate republican,2,:::::1:::::::::::::::::::1
quest,2,:::::1::::::::::::::::::::::::::::::::::1
scream,2,:::::1::::::::::::::::1
regime,2,:::::1:::::::::::::::::::::::::::::::::1
ivory-billed,2,:::::1::1
nba,2,:::::1::::::::::::::1
venetian,2,:::::1::::::::::::::::::::::::::::::::::::::::::::::::::::1
airborne division,2,:::::1::::::1
nationalist,2,:::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
temple,2,:::::1:::::::::::::::::::::::::::::::::::::::::::1
restless,2,::::::1::::::::::::::::::::::::::::::::::1
american dad,2,::::::1:::::::::::::::::::::1
zion,2,::::::1::::::::::::::::::::::::::::::1
democratic republic,2,::::::1:::::::::::::::1
afgan,2,::::::1:::::::::::::::1
world press freedom day,2,::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
spanish-language,2,::::::1:::::::::::::::::::::::::::::::::1
macedonians,2,::::::2
sydney,2,::::::1::1
rover,2,::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
anti-semitism,2,::::::1::::::::::1
jewish anti-defamation league,2,::::::1:::::::::::::::1
spanish chestnut '' '',2,::::::2
us. marine,2,::::::1:::::::::::::::::::::::::::::::::::::::::::::::1
oil,2,:::::1::::::::::::1
oil-for-food,2,:::::1::::::::::::1
andijon,2,::::::2
nascar nextel cup,2,::::::2
american-style,2,::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::1
nextel cup,2,::::::1:::::::::::::::::::::::::1
mongolians,2,::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
regiment,2,::::::1:::1
lieutenant governor,2,::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
eastern bloc,2,::::::1::::::::::::::::::::::::1
allies,2,::::::1:::::::::::::::::::::::::::::::::::::1
emir,2,:::::::2
republican-controlled,2,:::::::1:1
dna,2,:::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
gacaca,2,:::::::2
indy,2,:::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
bosnian muslims,2,:::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
world today,2,:::::::1:::::1
hutus,2,:::::::1:1
argentinians,2,:::::::1::::::::::::::::::::::::::::::::::::::::::1
windows operating system,2,::::::::1:::::::::::::::::::::::::::::::::1
solar,2,::::::::2
wto,2,::::::::1::::::::::::::::::::::1
hutu-extremist,2,::::::::1:1
pennsylvanians,2,::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
family,2,::::::::1::::::::::::::1
multi-national division,2,::::::::2
al east,2,::::::::1:::::::::::::::::::::::::::1
garter,2,::::::::1::::::::::::::::::::::::::::::1
industrial relations act,2,::::::::1:::::::::::::::::::::::::1
land,2,::::::::1::::::::::::::::::::::::::::::::::::1
american muslim,2,::::::::1::::::::::::::::::::::::::::::::::::::1
ftse 100,2,::::::::1:::::::::::::::::::::::::::::::::::::::1
underground,2,::::::::1:1
friend,2,::::::::1::::::::::::::::::::::::::::::::::::1
dubai-based,2,::::::::1::::::::::::::::::::::::1
islamo-fascists,2,::::::::1::::::::::::::::::::::::::::::::::::::1
heritage,2,::::::::1::::::::::::::::::::::::::::::::::::::1
us. war,2,::::::::1::::::::::::::::::::::::::1
city '',2,::::::::1:::::::::::::::::::::::::::1
anglo-saxon,2,::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
neptune,2,::::::::1:::::::::::::::::::::1
rwandan hutu,2,:::::::::1::::::::::::::::::::::::::1
ira,2,:::::::::1:::::::::::::::::::::1
quaker,2,::::::::1::::::::::::::::::::::::::::::::::::::1
torah,2,:::::::::1::::::::::::::::::::::::::::1
druze,2,:::::::::1::::::::::::::::::::1
russian pacific fleet,2,:::::::::1:::::::::::::::::::::::::::::::::::::::1
little boy,2,:::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
world news tonight '',2,:::::::::1:::::1
australian antarctic division,2,:::::::::1::::::::::::::::::::::::::::::::::::::::1
feds,2,:::::::::1:::::1
nuclear,2,:::::::::1::::::::::::::::::::::::::::::::::::::::::1
tigers,2,:::::::::1:::::::::::::::::::::::::::::::::::::::::::::1
dr congo,2,:::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
sino-japanese war,2,:::::::::1:::::::::::::::::::::::::::::::::::::::1
cougar,2,:::::::::1:::::::::::::::::::::::::::::::::::::::::1
jordanians,2,:::::::::1::::::::::::::::::::::::::1
pontic,2,:::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
irc,2,:::::::::1:::::::::::::::::::::::::::::::1
little league world series,2,:::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
israeli arabs,2,::::::::::1::::::::::::::::::::::::::::::::::1
bill,2,::::::::::1::::::::::::::1
[,2,::::::::::1::::::::::1
west africans,2,::::::::::1::::::::::::::::::::::::::::::::::::::::::::1
kuwaitis,2,::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
christian democrats,2,::::::::::1::1
admiralty,2,::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
street,2,::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
office,2,::::::::::1::::::::::1
wikipedias,2,::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
fame,2,::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::1
world factbook,2,::::::::::1::::::::::::::::::::::::::::::::::::1
turing award,2,::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
anti-terrorist,2,::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
kazakhs,2,::::::::::1:::::::::::::::::::::::::::::::::::1
xanax,2,::::::::::1::::::::::::::::::::::1
polish republic,2,::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::1
brazilian grand prix,2,::::::::::1:::::::::::::1
unionist,2,::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::1
chocolate war,2,::::::::::2
physics nobel prize,2,:::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
junior eurovision song contest,2,:::::::::::1::::::::::::::1
port,2,:::::::::::1:::::::::1
egyptian-born,2,:::::::::::1:::::::::::::::::::::::::::::::1
department,2,:::::::::::1::::::::::::::::::::::::::::::::::::1
bbc,2,:::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::1
shiites,2,:::::::::::1:::::::::1
coag,2,:::::::::::1::::1
yucatan,2,:::::::::::2
tribunal,2,:::::::::::1:::::::::::::::::::1
dáil,2,:::::::::::1:::::::::::1
floridians,2,:::::::::::1::::::::::::::::::::::::::::1
melbourne cup day,2,:::::::::::2
grand jury,2,:::::::::::1::::::::::::::::::::::::::::::::::::::::1
world cyber games,2,:::::::::::1::::::::::::::::::::::::::1
darwinian,2,:::::::::::1:1
civil liberties,2,::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
venusian,2,::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
rally,2,::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
hamra,2,::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::1
west timorese,2,::::::::::::2
australian navy,2,::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
jihad,2,::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::1
laden,2,::::::::::::1:::::::::::::::::::::::::::::::::::1
mugabe,2,::::::::::::1::::::::::::::::::1
turing test,2,::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
washington-based,2,::::::::::::1:::::::::::::1
great hall,2,:::::::::::::1::::::::::::::::::::::::::1
crimean,2,:::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
south australian government,2,:::::::::::::1::::::1
buncefield,2,:::::::::::::1:::::1
no lebs,2,:::::::::::::2
westerner,2,:::::::::::::1::::::::::::::::::::::::::::::::::::::::::::1
external,2,:::::::::::::1::::::::::::::::1
triboro,2,:::::::::::::2
turkish penal code,2,:::::::::::::1::::::::::1
yale,2,:::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::1
sydney-based,2,::::::::::::::1:::::::::::::::::::1
fin,2,::::::::::::::2
attorney general,2,::::::::::::::1:::::::::::::::::::::::::::::::::::::1
ford explorer,2,::::::::::::::1:::::::::::::::::::::::::::::::1
satan,2,::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::1
outstanding performance,2,::::::::::::::1::::::::::::1
bajaur,2,::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::1
alaskan,2,::::::::::::::1::::::::::::::::::::::::::::1
operation ajax,2,::::::::::::::1:1
pakistan-afghanistan,2,::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::1
waitangi day,2,:::::::::::::::1::::::::::::1
balinese,2,::::::::::::::2
atlas,2,::::::::::::::1:::::::::::::::::::::::::::1
zionist-crusader,2,::::::::::::::1:::1
indo-us,2,::::::::::::::1::::::::1
minke,2,::::::::::::::2
gallery,2,:::1::::::::::::::::::::::1
ford taurus,2,::::::::::::::1:::::::::::::1
defence,2,::::::::::::::1:::::::::::::::::::::::::::1
invasion day,2,::::::::::::::1::::::::::::::::::::::::::::::::::::1
dead,2,::::::::::::::1::::::::::::::::::::::::::::::::::::::1
drama series,2,::::::::::::::1::::::::::::1
supporting role,2,::::::::::::::1::1
were-rabbit,2,::::::::::::::1::1
agency,2,:::::::::::::::2
south australians,2,:::::::::::::::1:1
anti-christian,2,:::::::::::::::1:::::::::1
democratic presidential,2,:::::::::::::::1:::::::::::::::::::::::1
american-born,2,:::::::::::::::1::::::::::::::::::::::::::::::1
vista,2,:::::::::::::::1::::::::1
russian revolution,2,:::::::::::::::1::::::::::::::::::::::::::::::1
fourth,2,:::::::::::::::2
richmond times-dispatch '',2,:::::::::::::::1::::::::1
sixth,2,:::::::::::::::1:::::::::::1
shi'a,2,:::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::1
filipinos,2,:::::::::::::::1::::::::::::::::::::::::::::::::::::1
treasurer,2,:::::::::::::::1::::::::::::::::::1
yugoslavian,2,::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::1
native americans,2,::::::::::::::::1::1
first job contract,2,::::::::::::::::2
olympiad,2,::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
new zealand,2,::::::::::::::::1:::::1
global day,2,::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
congo,2,::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
sierra leoneans,2,::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::1
oath,2,:::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
brazilian air force,2,::::::::::::::::1:::::::::::::::::::::::::::::::::::::::1
djiboutian,2,:::::::::::::::::1::::::::::::::::::::::::::::::1
sabbath,2,:::::::::::::::::1:::::::::::::::::1
report,2,:::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::1
aruban,2,:::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::1
telecommunications act,2,:::::::::::::::::1:::::::1
anti-iranian,2,:::::::::::::::::1:::::::::::::::::::::1
monarchist league,2,:::::::::::::::::1::::::::::::::1
kimberley,2,:::::::::::::::::1:::::::::::::::::::::::::::::1
crusaders,2,:::::::::::::::::1:::::1
canadian-born,2,:::::::::::::::::1::::::::::::::::::::::::::::1
forces,2,::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::1
culture,2,::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::1
london olympic games,2,::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
non-european,2,::::::::::::::::::1::::::::::::::::::::1
slovenians,2,::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::1
last communist,2,::::::::::::::::::2
taoiseach,2,::::::::::::::::::1:::::::::::::::::::::::::1
centre,2,::::::::::::::::::1:1
indo-nepal,2,::::::::::::::::::1:::::1
valley,2,::::::::::::::::::1:::::::::::::::::::::::1
bigfoot,2,:::::::::::::::::::1::::::::::::::::::::::::::1
marriage act,2,:::::::::::::::::::2
trinidadian,2,:::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::1
group d '',2,:::::::::::::::::::2
group e '',2,:::::::::::::::::::2
islamic sharia,2,:::::::::::::::::::1::::::::::1
croatians,2,:::::::::::::::::::1::1
spainish,2,:::::::::::::::::::2
north african,2,:::::::::::::::::::1:::::::::::::::::::1
group a,2,:::::::::::::::::::2
paraguayans,2,:::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
coroner,2,:::::::::::::::::::1::::::::::::::::1
pga championship,2,:::::::::::::::::::1::::::::::1
workchoices,2,:::::::::::::::::::2
fifa world cup group b,2,:::::::::::::::::::2
hydra,2,:::::::::::::::::::1::::::::::::::::::1
group h '',2,:::::::::::::::::::2
mauritanians,2,:::::::::::::::::::1:::::::::::::::::::1
islamic jihad,2,:::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::1
raptor,2,:::::::::::::::::::1:::::::::::::::::::::::::::1
== external,2,:::::::::::::::::::::1::::::::::1
world champions,2,::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
honda civic,2,::::::::::::::::::::1::::::::::::::::::::1
olympiastadion,2,::::::::::::::::::::2
rs,2,::::::::::::::::::::1:::::::::::::::::::::::::::1
