Word,Total,monthValue
atatürk,2,:::::::::::::::::::::::::::::1:::::::::1
islamic republic of iran,2,:::::::::::::::::::::::::::::1::::::::::::::::::::1
cambridgeshire,2,::::::::::::::::::::::::::::::1:::::::::::::::::::::::::1
jehovah,2,::::::::::::::::::::::::::::::1:::::::::1
clyde,2,::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
edinburgh east,2,::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::1
kirkcaldy,2,::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
douala,2,::::::::::::::::::::::::::::::2
sesame street,2,::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
ump,2,::::::::::::::::::::::::::::::2
fort dix,2,::::::::::::::::::::::::::::::1::1
colour,2,::::::::::::::::::::::::::::::1:1
canary wharf,2,::::::::::::::::::::::::::::::1::::::1
champs-élysées,2,::::::::::::::::::::::::::::::1::::::::::::::::::::::::::1
pheriche,2,::::::::::::::::::::::::::::::1::::::::::::::::::::1
manilla,2,::::::::::::::::::::::::::::::1::::::::::::::1
klaxons,2,::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
yatala labour prison,2,::::::::::::::::::::::::::::::1::::::::1
northfield,2,::::::::::::::::::::::::::::::1::::::::::::::1
lynchburg,2,::::::::::::::::::::::::::::::1::::::::::::::::::::1
guiglo,2,::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::1
circuit de monaco,2,::::::::::::::::::::::::::::::2
zhari,2,::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::1
kandahar airfield,2,::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::1
hakkari,2,::::::::::::::::::::::::::::::1:::::1
brunswick,2,::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::1
shelbyville,2,::::::::::::::::::::::::::::::1:::::::::::::::1
shizuoka,2,::::::::::::::::::::::::::::::1:::::::::::::::::1
balibo,2,::::::::::::::::::::::::::::::1:1
sasha,2,::::::::::::::::::::::::::::::1::::::::::::::::::::1
fairmount park,2,:::::::::::::::::::::::::::::::2
anhui,2,:::::::::::::::::::::::::::::::1:::::::::::1
nación argentina,2,:::::::::::::::::::::::::::::::1::::::1
west sea,2,:::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
mission,2,:::::::::::::::::::::::::::::::1:::1
vehicle assembly building,2,:::::::::::::::::::::::::::::::1:::::::::::1
tahiti,2,:::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::1
iraqi kurdistan,2,:::::::::::::::::::::::::::::::1::::::::1
chen,2,:::::::::::::::::::::::::::::::1::::::1
zhuzhou,2,:::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::1
alexisonfire,2,:::::::::::::::::::::::::::::::2
gift lounge,2,:::::::::::::::::::::::::::::::2
canaan,2,:::::::::::::::::::::::::::::::2
arcadia '',2,:::::::::::::::::::::::::::::::2
palm jumeirah,2,:::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::1
kilkenny,2,:::::::::::::::::::::::::::::::1:::::::::::::::::::::::::1
sengkang,2,:::::::::::::::::::::::::::::::1::::::::::::::::::::1
county,2,:::::::::::::::::::::::::::::::1::::::::::::::1
mason,2,:::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::1
kings island,2,:::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::1
kampot,2,:::::::::::::::::::::::::::::::2
bokor hill station,2,:::::::::::::::::::::::::::::::2
sihanoukville international airport,2,:::::::::::::::::::::::::::::::2
phnom penh international airport,2,:::::::::::::::::::::::::::::::2
dâmrei mountains,2,:::::::::::::::::::::::::::::::2
fort drum,2,:::::::::::::::::::::::::::::::1::::::::::::::::::::1
royal alexandra hospital,2,:::::::::::::::::::::::::::::::1:::::::::::::1
glasgow airport,2,:::::::::::::::::::::::::::::::1::::::::::::::::::::::::::1
trent bridge,2,::::::::::::::::::::::::::::::::2
lord,2,::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::1
i lewis,2,::::::::::::::::::::::::::::::::2
brisbane airport,2,::::::::::::::::::::::::::::::::2
gold coast hospital,2,::::::::::::::::::::::::::::::::2
gilbert,2,::::::::::::::::::::::::::::::::1::::::::::1
performing arts,2,::::::::::::::::::::::::::::::::1:::::::::::::::::::::::1
blackwater usa,2,::::::::::::::::::::::::::::::::1:::1
pyeongchang,2,::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::1
leytonstone,2,::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::1
agra,2,::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::1
machu picchu,2,::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::1
walter reed army medical center,2,::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::1
osu castle,2,::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
us. congress,2,::::::::::::::::::::::::::::::::1::::::::::::::::::::1
qc.,2,::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::1
lviv,2,::::::::::::::::::::::::::::::::1::::::::::::::::::::1
brisbane city,2,::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
nürburg,2,::::::::::::::::::::::::::::::::2
tarija,2,::::::::::::::::::::::::::::::::1::::::::::::::::::1
large hadron collider,2,:::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::1
south los angeles,2,:::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::1
gotland,2,::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::1
devonport,2,:::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
i̇zmir,2,:::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::1
ica,2,:::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
kouvola,2,:::::::::::::::::::::::::::::::::1::::::::::1
hyde park corner,2,::::::::::::::::::::::::1:::::::::::::::::::1
quintana roo,2,:::::::::::::::::::::::::::::::::1:::::::::1
yucatán,2,:::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::1
wath,2,:::::::::::::::::::::::::::::::::2
jyväskylä,2,:::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::1
harare sports club,2,:::::::::::::::::::::::::::::::::2
inskip point,2,:::::::::::::::::::::::::::::::::2
zakynthos,2,:::::::::::::::::::::::::::::::::2
khost,2,:::::::::::::::::::::::::::::::::1:1
randwick racecourse,2,:::::::::::::::::::::::::::::::::2
majene,2,:::::::::::::::::::::::::::::::::1:::::::::::::::::1
denmark denmark,2,::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::1
zielona góra,2,::::::::::::::::::::::::::::::::::1:::1
greater london,2,::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::1
indymedia,2,::::::::::::::::::::::::::::::::::1:::::1
modena,2,::::::::::::::::::::::::::::::::::2
qalat,2,::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::1
gateshead,2,::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::1
sac taiwan,2,::::::::::::::::::::::::::::::::::1::1
semicon taiwan,2,::::::::::::::::::::::::::::::::::2
taipei 101,2,::::::::::::::::::::::::::::::::::1::::1
leyte gulf,2,::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
puno,2,::::::::::::::::::::::::::::::::::2
lake titicaca,2,::::::::::::::::::::::::::::::::::1:::::::1
levico terme,2,::::::::::::::::::::::::::::::::::2
alice,2,::::::::::::::::::::::::::::::::::1:::::1
levico,2,::::::::::::::::::::::::::::::::::2
bristol crown court,2,::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::1
northern taiwan,2,::::::::::::::::::::::::::::::::::1:::::::1
vic,2,::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::1
alzheimer,2,::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::1
ipswich,2,::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::1
mathematics,2,::::::::::::::::::::::::::::::::::1:::::::::1
sonata arctica,2,::::::::::::::::::::::::::::::::::1:::::::1
tampere,2,::::::::::::::::::::::::::::::::::1::::1
faith,2,::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::1
pembroke,2,::::::::::::::::::::::::::::::::::1:::::::::1
brixton,2,::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::1
representatives,2,::::::::::::::::::::::::::::::::::1:::::::::::1
hilton,2,::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
fuji speedway,2,::::::::::::::::::::::::::::::::::1:::::::::::::1
oyama,2,::::::::::::::::::::::::::::::::::1:::::::::::::1
rhondda,2,::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::1
porth,2,::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
haskanita,2,::::::::::::::::::::::::::::::::::1:1
irish republic,2,:::::::::::::::::::::::::::::::::::1::::::1
pts taiwan,2,:::::::::::::::::::::::::::::::::::1:::1
s africa,2,:::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
victoria harbour,2,:::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::1
karlsruhe,2,:::::::::::::::::::::::::::::::::::1:::::1
new south,2,:::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
changsha,2,:::::::::::::::::::::::::::::::::::1::1
eastern kansas,2,:::::::::::::::::::::::::::::::::::2
maker,2,:::::::::::::::::::::::::::::::::::1::::::::::::::::::::1
bowery ballroom,2,:::::::::::::::::::::::::::::::::::1:1
wembley arena,2,:::::::::::::::::::::::::::::::::::1::::::::::::::::::::1
sports,2,:::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::1
barksdale air force base,2,:::::::::::::::::::::::::::::::::::1:::::::::1
poway,2,:::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::1
malibu,2,:::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::1
agua dulce,2,:::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::1
autódromo josé,2,:::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::1
adisucipto international airport,2,:::::::::::::::::::::::::::::::::::2
raf kinloss,2,:::::::::::::::::::::::::::::::::::1::::::::::::::::1
wikimedia netherlands,2,:::::::::::::::::::::::::::::::::::1:1
tainan,2,::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::1
villahermosa,2,::::::::::::::::::::::::::::::::::::1:::::::1
dubbo,2,::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::1
tuusula,2,::::::::::::::::::::::::::::::::::::2
key west,2,::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::1
english-speaking,2,::::::::::::::::::::::::::::::::::::1::::1
kos,2,::::::::::::::::::::::::::::::::::::1:::::::::1
bible,2,::::::::::::::::::::::::::::::::::::1::::::::::::::1
genesis,2,::::::::::::::::::::::::::::::::::::1::::1
london city airport,2,::::::::::::::::::::::::::::::::::::1:::::::::::::::1
shreveport,2,::::::::::::::::::::::::::::::::::::1::::::::1
pieszyce,2,::::::::::::::::::::::::::::::::::::1:1
mercedes,2,::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::1
united states naval academy,2,::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::1
funen,2,::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::1
chiang kai-shek memorial hall,2,::::::::::::::::::::::::::::::::::::1:1
oise,2,::::::::::::::::::::::::::::::::::::2
liverpool riverside,2,::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::1
mcmurdo station,2,::::::::::::::::::::::::::::::::::::1:1
criminology,2,::::::::::::::::::::::::::::::::::::1:::::::::::1
leicester city,2,::::::::::::::::::::::::::::::::::::1:1
omdurman,2,::::::::::::::::::::::::::::::::::::1::::::::1
capbreton,2,:::::::::::::::::::::::::::::::::::::1:::::::::::1
selma,2,:::::::::::::::::::::::::::::::::::::1::::1
thanksgiving,2,:::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::1
sanya,2,:::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::1
casper,2,::::::::::::::::::::::::::::::::::::::1::1
bergen,2,:::::::::::::::::::::::::::::::::::::1:::::::::1
embassy,2,:::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
delta state,2,:::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::1
nigeria nigeria,2,:::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::1
lesser antilles,2,:::::::::::::::::::::::::::::::::::::1::::::::::::::::::::1
peoria,2,:::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::1
celebration hospital,2,:::::::::::::::::::::::::::::::::::::2
roller coaster,2,:::::::::::::::::::::::::::::::::::::2
eastern france,2,:::::::::::::::::::::::::::::::::::::1::::::::::::1
mass,2,:::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::1
vancouver international airport,2,:::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::1
wonogiri,2,:::::::::::::::::::::::::::::::::::::2
celtic park,2,:::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::1
west coast main line,2,:::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::1
eldoret,2,::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::1
taipei world trade,2,::::::::::::::::::::::::::::::::::::::1:::1
hsinchu,2,::::::::::::::::::::::::::::::::::::::1:::1
fedora,2,::::::::::::::::::::::::::::::::::::::1:1
washington dc,2,::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
soilwork,2,::::::::::::::::::::::::::::::::::::::1::1
turkishness,2,::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::1
havant,2,::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::1
rift valley,2,::::::::::::::::::::::::::::::::::::::1:::1
nakuru,2,::::::::::::::::::::::::::::::::::::::1:::1
moradabad,2,:::::::::::::::::::::::::::::::::::::::2
san fernando valley,2,:::::::::::::::::::::::::::::::::::::::1::::::::1
cobija,2,:::::::::::::::::::::::::::::::::::::::1:::::::::::1
luxor,2,:::::::::::::::::::::::::::::::::::::::1:::::::::::::1
bukavu,2,:::::::::::::::::::::::::::::::::::::::1:::::::1
harpal,2,:::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
empire state building,2,:::::::::::::::::::::::::::::::::::::::1:::::::::::::1
united states virgin islands,2,:::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::1
namdaemun,2,:::::::::::::::::::::::::::::::::::::::1::1
aarhus,2,:::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::1
münster,2,:::::::::::::::::::::::::::::::::::::::1:::1
tom,2,:::::::::::::::::::::::::::::::::::::::1:1
yogyakarta airport,2,:::::::::::::::::::::::::::::::::::::::2
henderson,2,:::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::1
banja luka,2,:::::::::::::::::::::::::::::::::::::::1::::1
trade,2,:::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::1
wellington declaration,2,:::::::::::::::::::::::::::::::::::::::1::1
andersen air force base,2,:::::::::::::::::::::::::::::::::::::::1:::::1
shiites,2,:::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::1
political science,2,::::::::::::::::::::::::::::::::::::::::1:1
nagorno-karabakh,2,::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::1
lake geneva,2,::::::::::::::::::::::::::::::::::::::::2
hispanics,2,::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::1
tottenham court road,2,::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::1
grand canyon,2,::::::::::::::::::::::::::::::::::::::::1:::1
lambeau field,2,::::::::::::::::::::::::::::::::::::::::1:::::::::1
málaga,2,::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::1
filey,2,::::::::::::::::::::::::::::::::::::::::2
wyre estuary,2,::::::::::::::::::::::::::::::::::::::::2
north norfolk,2,::::::::::::::::::::::::::::::::::::::::2
barrow,2,::::::::::::::::::::::::::::::::::::::::2
river ure,2,::::::::::::::::::::::::::::::::::::::::2
aldwark bridge,2,::::::::::::::::::::::::::::::::::::::::2
gansu,2,::::::::::::::::::::::::::::::::::::::::1::::::::::1
manchester gorton,2,::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::1
pinellas county,2,::::::::::::::::::::::::::::::::::::::::2
georgia tech,2,::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::1
dharamsala,2,::::::::::::::::::::::::::::::::::::::::2
steep point,2,::::::::::::::::::::::::::::::::::::::::1:::::::::1
sepang international circuit,2,::::::::::::::::::::::::::::::::::::::::1:::::::::::::1
sepang,2,::::::::::::::::::::::::::::::::::::::::1:::::::::::::1
tuz khurmato,2,::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::1
westpac stadium,2,::::::::::::::::::::::::::::::::::::::::1:::::1
genoa city,2,::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::1
bel air,2,::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::1
wikimedia argentina,2,::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
south salt lake,2,:::::::::::::::::::::::::::::::::::::::::2
jilib,2,:::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::1
bangor,2,:::::::::::::::::::::::::::::::::::::::::1::::1
city hall plaza,2,:::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::1
taipei ampa,2,:::::::::::::::::::::::::::::::::::::::::2
motorcycle taiwan,2,:::::::::::::::::::::::::::::::::::::::::2
golden gate bridge,2,:::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::1
nyanza province,2,:::::::::::::::::::::::::::::::::::::::::1:1
voi,2,:::::::::::::::::::::::::::::::::::::::::1::::::::::::::::1
mandera,2,:::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::1
somerset,2,:::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::1
nationals park,2,:::::::::::::::::::::::::::::::::::::::::1::::::::::::::1
hacienda heights,2,:::::::::::::::::::::::::::::::::::::::::2
rome ciampino airport,2,:::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::1
lower manhattan,2,:::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::1
greifenberg,2,:::::::::::::::::::::::::::::::::::::::::1:::1
southern taiwan,2,:::::::::::::::::::::::::::::::::::::::::2
amstetten,2,:::::::::::::::::::::::::::::::::::::::::1::::::::1
auschwitz-birkenau,2,::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::1
republic of molossia,2,::::::::::::::::::::::::::::::::::::::::::1::1
republic square,2,::::::::::::::::::::::::::::::::::::::::::1::1
juba airport,2,::::::::::::::::::::::::::::::::::::::::::1:1
nuneaton,2,::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::1
hong kong island,2,::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::1
beijing games,2,::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::1
ilheus,2,::::::::::::::::::::::::::::::::::::::::::2
salvador,2,::::::::::::::::::::::::::::::::::::::::::1:::::::::1
strong city,2,::::::::::::::::::::::::::::::::::::::::::1::::::1
kennedy compound,2,::::::::::::::::::::::::::::::::::::::::::2
cape cod hospital,2,::::::::::::::::::::::::::::::::::::::::::2
hyannis port,2,::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::1
nantwich,2,::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::1
dhaka district,2,::::::::::::::::::::::::::::::::::::::::::1:::::::::1
ural mountains,2,::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::1
middlesex county,2,::::::::::::::::::::::::::::::::::::::::::1::::::::::1
fromelles,2,:::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::1
luton airport,2,:::::::::::::::::::::::::::::::::::::::::::2
nelspruit,2,:::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::1
kochi,2,:::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::1
lupane,2,:::::::::::::::::::::::::::::::::::::::::::2
varanus island,2,:::::::::::::::::::::::::::::::::::::::::::2
shizuoka prefecture,2,:::::::::::::::::::::::::::::::::::::::::::1::::::::::::::1
haltemprice,2,:::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::1
howden,2,:::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::1
london eye,2,:::::::::::::::::::::::::::::::::::::::::::1::1
vanarus island,2,:::::::::::::::::::::::::::::::::::::::::::2
romblon,2,:::::::::::::::::::::::::::::::::::::::::::2
san fernando,2,:::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::1
taiwan designers,2,:::::::::::::::::::::::::::::::::::::::::::2
unity,2,:::::::::::::::::::::::::::::::::::::::::::1:::::::::1
buxton,2,:::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
barnsley,2,:::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::1
macclesfield,2,:::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::1
monmouth,2,::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::1
batangas,2,::::::::::::::::::::::::::::::::::::::::::::1::::::::1
youngstown,2,::::::::::::::::::::::::::::::::::::::::::::1:::1
kvinesdal,2,::::::::::::::::::::::::::::::::::::::::::::2
pinar,2,::::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::1
brookhaven,2,::::::::::::::::::::::::::::::::::::::::::::1::::::1
solace '',2,::::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::1
jackson memorial hospital,2,::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::1
mount sinai,2,::::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::1
iwaki,2,::::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::1
holyrood,2,::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::1
fayetteville,2,::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
northern minnesota,2,::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::1
erez,2,:::::::::::::::::::::::::::::::::::::::::::::2
kwajalein atoll,2,:::::::::::::::::::::::::::::::::::::::::::::1:1
star trek,2,:::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::1
mauritania mauritania,2,:::::::::::::::::::::::::::::::::::::::::::::1::::1
farmington,2,:::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::1
memorial hermann hospital,2,:::::::::::::::::::::::::::::::::::::::::::::1:::::1
senaki,2,:::::::::::::::::::::::::::::::::::::::::::::2
kerry,2,:::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
bournemouth,2,:::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::1
palo alto,2,:::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::1
darlington,2,:::::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::1
change,2,:::::::::::::::::::::::::::::::::::::::::::::1::::::::1
the republic,2,:::::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::1
lewisham,2,:::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::1
wasilla,2,:::::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::1
bayswater,2,::::::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::1
manila cathedral,2,::::::::::::::::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::1
tarlac,2,::::::::::::::::::::::::::::::::::::::::::::::::::::1::::1
stockholm-arlanda airport,2,:::::::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::1
chatsworth,2,::::::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::1
john,2,::::::::::::::::::::::::::::::::::::::::::::::2
aden noaa,2,::::::::::::::::::::::::::::::::::::::::::::::1:::1
somalia gulf,2,::::::::::::::::::::::::::::::::::::::::::::::1:::1
marina bay,2,::::::::::::::::::::::::::::::::::::::::::::::2
kingsway,2,::::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::1
philippine sea,2,::::::::::::::::::::::::::::::::::::::::::::::1:::::::::::::::::::::::::::::::::::::::::::::::::::1
lukla airport,2,:::::::::::::::::::::::::::::::::::::::::::::::1:::1
lukla,2,:::::::::::::::::::::::::::::::::::::::::::::::1:::1
rochdale,2,:::::::::::::::::::::::::::::::::::::::::::::::1::::::::::1
celebrity centre,2,:::::::::::::::::::::::::::::::::::::::::::::::1:::::::::::1
bells,2,:::::::::::::::::::::::::::::::::::::::::::::::1:::::1
west helena,2,:::::::::::::::::::::::::::::::::::::::::::::::1:::::1
chaman,2,:::::::::::::::::::::::::::::::::::::::::::::::1::::::1
pishin,2,:::::::::::::::::::::::::::::::::::::::::::::::1::::::::::::1
timelords,2,:::::::::::::::::::::::::::::::::::::::::::::::1:::1
pétionville,2,::::::::::::::::::::::::::::::::::::::::::::::::2
nagpur,2,::::::::::::::::::::::::::::::::::::::::::::::::1::1
khyber pass,2,::::::::::::::::::::::::::::::::::::::::::::::::1:1
khyber agency,2,::::::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::1
hayatabad,2,::::::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::1
mexico city international airport,2,::::::::::::::::::::::::::::::::::::::::::::::::1::::::::::1
jefferson,2,::::::::::::::::::::::::::::::::::::::::::::::::1::::::::::::::::::::::::::::::::::::::::::1
pakistan pakistan,2,::::::::::::::::::::::::::::::::::::::::::::::::1:::::1
colaba causeway,2,::::::::::::::::::::::::::::::::::::::::::::::::1:1
nariman house,2,::::::::::::::::::::::::::::::::::::::::::::::::2
colaba,2,::::::::::::::::::::::::::::::::::::::::::::::::1:::::::::::1
mideast,2,:::::::::::::::::::::::::::::::::::::::::::::::::1::1
minyama,2,:::::::::::::::::::::::::::::::::::::::::::::::::1:::1
